Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ali,2022-03-28 07:06:32,00:20:42,,After Life: Season 3: Episode 4,,Apple iPhone 11 Pro,00:25:23,00:25:23,CA (Canada)
Ali,2022-03-27 04:52:57,00:00:37,,After Life: Season 3: Episode 4,,Sony PS5,00:00:00,Not latest view,CA (Canada)
Ali,2022-03-27 04:15:59,00:26:17,,After Life: Season 3: Episode 3,,Sony PS5,00:26:18,00:26:18,CA (Canada)
Ali,2022-03-27 04:15:48,00:00:02,Autoplayed: user action: User_Interaction; ,After Life: Season 2: Episode 6,,Sony PS5,00:00:02,00:00:02,CA (Canada)
Ali,2022-03-26 06:33:56,00:00:04,Autoplayed: user action: None; ,After Life: Season 2: Episode 6,,Sony PS5,00:00:07,Not latest view,CA (Canada)
Ali,2022-03-26 06:07:09,00:26:45,,After Life: Season 2: Episode 5,,Sony PS5,00:26:49,00:26:49,CA (Canada)
Ali,2022-03-26 05:42:03,00:25:00,,After Life: Season 2: Episode 4,,Sony PS5,00:25:04,00:25:04,CA (Canada)
Ali,2022-03-26 05:15:23,00:26:22,,After Life: Season 2: Episode 3,,Sony PS5,00:29:21,00:29:21,CA (Canada)
Ali,2022-03-26 05:14:48,00:00:16,,After Life: Season 2: Episode 2,,Sony PS5,00:11:35,00:11:35,CA (Canada)
Ali,2022-03-26 05:14:39,00:00:04,,After Life: Season 2: Episode 3,,Sony PS5,00:00:04,Not latest view,CA (Canada)
Ali,2022-03-23 23:58:30,00:27:14,Autoplayed: user action: User_Interaction; ,After Life: Season 3: Episode 2,,Sony PS5,00:26:12,00:26:12,CA (Canada)
Ali,2022-03-23 00:57:07,00:24:47,Autoplayed: user action: User_Interaction; ,After Life: Season 3: Episode 1,,Sony PS5,00:24:48,00:24:48,CA (Canada)
Ali,2022-03-21 04:47:40,00:01:35,,After Life: Season 2: Episode 6,,Sony PS5,00:28:49,Not latest view,CA (Canada)
Ali,2022-03-21 04:18:32,00:28:51,Autoplayed: user action: User_Interaction; ,After Life: Season 2: Episode 6,,Sony PS5,00:28:51,Not latest view,CA (Canada)
Ali,2022-03-17 03:47:15,00:24:42,,After Life: Season 2: Episode 5,,Sony PS5,00:28:26,Not latest view,CA (Canada)
Ali,2022-03-17 03:42:31,00:04:27,Autoplayed: user action: User_Interaction; ,After Life: Season 2: Episode 5,,Sony PS5,00:04:15,Not latest view,CA (Canada)
Ali,2022-03-16 01:09:11,00:00:39,Autoplayed: user action: User_Interaction; ,The Adam Project,,Sony PS5,00:24:27,Not latest view,CA (Canada)
Ali,2022-03-15 06:27:16,00:24:58,,After Life: Season 2: Episode 4,,Sony PS5,00:25:02,Not latest view,CA (Canada)
Ali,2022-03-15 05:54:09,00:29:19,,After Life: Season 2: Episode 3,,Sony PS5,00:29:21,Not latest view,CA (Canada)
Ali,2022-03-14 23:13:25,00:01:14,,After Life: Season 2: Episode 2,,Sony PS5,00:25:53,Not latest view,CA (Canada)
Ali,2022-03-14 23:10:42,00:02:20,,After Life: Season 2: Episode 2,,Sony PS5,00:25:51,Not latest view,CA (Canada)
Ali,2022-03-14 22:43:05,00:25:45,Autoplayed: user action: User_Interaction; ,After Life: Season 2: Episode 2,,Sony PS5,00:25:47,Not latest view,CA (Canada)
Ali,2022-03-14 03:18:15,00:25:36,Autoplayed: user action: User_Interaction; ,After Life: Season 2: Episode 1,,Sony PS5,00:25:37,00:25:37,CA (Canada)
Ali,2022-03-13 05:50:10,00:25:21,,After Life: Season 1: Episode 6,,Sony PS5,00:25:25,00:25:25,CA (Canada)
Ali,2022-03-13 05:20:19,00:29:35,,After Life: Season 1: Episode 5,,Sony PS5,00:29:36,00:29:36,CA (Canada)
Ali,2022-03-12 08:20:42,00:26:16,Autoplayed: user action: User_Interaction; ,After Life: Season 1: Episode 4,,Sony PS5,00:26:09,00:26:09,CA (Canada)
Ali,2022-03-12 07:54:28,00:26:11,,After Life: Season 1: Episode 3,,Sony PS5,00:26:14,00:26:14,CA (Canada)
Ali,2022-03-12 07:30:47,00:23:39,,After Life: Season 1: Episode 2,,Sony PS5,00:23:43,00:23:43,CA (Canada)
Ali,2022-03-12 07:03:30,00:27:04,,After Life: Season 1: Episode 1,,Sony PS5,00:27:04,00:27:04,CA (Canada)
Ali,2022-03-12 04:55:47,01:38:31,Autoplayed: user action: User_Interaction; ,The Adam Project,,Sony PS5,01:44:14,Not latest view,CA (Canada)
Ali,2022-03-11 04:19:14,00:29:02,Autoplayed: user action: User_Interaction; ,Escape from Pretoria,,Sony PS5,01:41:46,01:41:46,CA (Canada)
Ali,2022-03-08 07:07:08,01:14:11,,Escape from Pretoria,,Sony PS5,01:13:03,Not latest view,CA (Canada)
Ali,2022-03-07 07:09:11,01:41:23,Autoplayed: user action: User_Interaction; ,Scary Stories to Tell in the Dark,,Sony PS5,01:47:37,01:47:37,CA (Canada)
Ali,2022-03-04 04:46:30,01:14:06,,Texas Chainsaw Massacre,,LG DTV 2021 MTK LM21A UHD TV Smart TV,01:14:06,01:14:06,CA (Canada)
Ali,2022-03-04 04:14:24,00:00:13,,The Weekend Away,,LG DTV 2021 MTK LM21A UHD TV Smart TV,00:00:13,00:00:13,CA (Canada)
Ali,2022-03-02 21:38:19,00:20:10,,"Attack on Titan: Season 1: Answer: Battle of Trost District, Part 6 (Episode 10)",,Chrome PC (Cadmium),00:22:25,00:22:25,CA (Canada)
Ali,2022-02-28 03:39:55,00:20:28,Autoplayed: user action: User_Interaction; ,"Attack on Titan: Season 1: Where the Left Arm Went: Battle of Trost District, Part 5 (Episode 9)",,Sony PS5,00:22:25,00:22:25,CA (Canada)
Ali,2022-02-28 03:38:25,00:00:15,,Jumanji: Welcome to the Jungle,,Sony PS5,00:00:15,00:00:15,CA (Canada)
Ali,2022-02-27 05:00:11,00:20:24,,"Attack on Titan: Season 1: Hearing the Heartbeat: Battle of Trost District, Part 4 (Episode 8)",,Sony PS5,00:22:24,00:22:24,CA (Canada)
Ali,2022-02-27 04:33:26,00:19:06,Autoplayed: user action: User_Interaction; ,"Attack on Titan: Season 1: The Small Blade: Battle of Trost District, Part 3 (Episode 7)",,Sony PS5,00:22:28,00:22:28,CA (Canada)
Ali,2022-02-27 04:11:56,00:21:11,,"Attack on Titan: Season 1: The World She Saw: Battle of Trost District, Part 2 (Episode 6)",,Sony PS5,00:22:28,00:22:28,CA (Canada)
Ali,2022-02-26 04:35:50,00:20:05,,"Attack on Titan: Season 1: First Battle: Battle of Trost District, Part 1 (Episode 5)",,Sony PS5,00:22:25,00:22:25,CA (Canada)
Ali,2022-02-26 04:14:35,00:21:07,Autoplayed: user action: User_Interaction; ,"Attack on Titan: Season 1: Night of the Graduation Ceremony: Humanity Rises Again, Part 2 (Episode 4)",,Sony PS5,00:22:27,00:22:27,CA (Canada)
Ali,2022-02-23 19:25:13,00:24:42,,Space Force: Season 2: THE INQUIRY (Episode 1),,Sony PS5,00:24:31,00:24:31,CA (Canada)
Ali,2022-02-23 19:20:49,00:03:02,,Space Force: Season 1: THE LAUNCH (Episode 1),,Sony PS5,00:03:02,00:03:02,CA (Canada)
Ali,2022-02-22 06:27:25,01:30:50,Autoplayed: user action: User_Interaction; ,Mainstream,,Sony PS5,01:29:11,01:29:11,CA (Canada)
Ali,2022-02-21 11:08:54,00:20:58,,"Attack on Titan: Season 1: A Dim Light in the Darkness of Despair: Humanity Rises Again, Part 1 (Episode 3)",,Sony PS5,00:22:29,00:22:29,CA (Canada)
Ali,2022-02-18 09:19:19,00:19:52,Autoplayed: user action: User_Interaction; ,"Attack on Titan: Season 1: That Day: The Fall of Shiganshina, Part 2 (Episode 2)",,Sony PS5,00:22:29,00:22:29,CA (Canada)
Ali,2022-02-17 23:52:53,00:02:40,,"Attack on Titan: Season 1: That Day: The Fall of Shiganshina, Part 2 (Episode 2)",,Sony PS5,00:03:57,Not latest view,CA (Canada)
Ali,2022-02-17 23:28:00,00:24:05,,"Attack on Titan: Season 1: To You, After 2,000 Years: The Fall of Shiganshina, Part 1 (Episode 1)",,Sony PS5,00:24:02,00:24:02,CA (Canada)
Ali,2022-02-17 07:26:20,01:53:57,,Breathe,,Sony PS5,01:53:04,01:53:04,CA (Canada)
Ali,2022-02-14 08:03:24,00:30:23,,Murderville: Season 1: The Cold Case (Episode 6),,Apple iPhone 11 Pro,00:33:54,00:33:54,CA (Canada)
Ali,2022-02-14 07:55:31,00:02:52,,Murderville: Season 1: The Cold Case (Episode 6),,Apple iPhone 11 Pro,00:03:41,Not latest view,CA (Canada)
Ali,2022-02-13 10:40:35,00:00:05,,Murderville: Season 1: The Cold Case (Episode 6),,Apple iPhone 11 Pro,00:00:06,Not latest view,CA (Canada)
Ali,2022-02-13 10:22:50,00:16:24,,Murderville: Season 1: Heartless (Episode 5),,Apple iPhone 11 Pro,00:27:52,00:27:52,CA (Canada)
Ali,2022-02-13 10:10:17,00:10:51,,Murderville: Season 1: Heartless (Episode 5),,Apple iPhone 11 Pro,00:11:28,Not latest view,CA (Canada)
Ali,2022-02-13 09:37:59,00:31:41,,Murderville: Season 1: Murder by Soup (Episode 4),,Apple iPhone 11 Pro,00:31:55,00:31:55,CA (Canada)
Ali,2022-02-12 10:28:59,00:32:46,,Murderville: Season 1: Most Likely to Commit Murder (Episode 3),,Sony PS5,00:32:43,00:32:43,CA (Canada)
Ali,2022-02-12 09:59:24,00:29:34,,Murderville: Season 1: Triplet Homicide (Episode 2),,Sony PS5,00:30:20,00:30:20,CA (Canada)
Ali,2022-02-12 09:24:41,00:33:59,Autoplayed: user action: User_Interaction; ,Murderville: Season 1: The Magician’s Assistant (Episode 1),,Sony PS5,00:33:07,00:33:07,CA (Canada)
Ali,2022-02-12 07:12:43,00:46:29,,All of Us Are Dead: Season 1: Episode 12,,Sony PS5,00:46:40,00:46:40,CA (Canada)
Ali,2022-02-12 06:20:54,00:51:35,,All of Us Are Dead: Season 1: Episode 11,,Sony PS5,00:51:58,00:51:58,CA (Canada)
Ali,2022-02-12 05:26:05,00:47:55,,All of Us Are Dead: Season 1: Episode 10,,Sony PS5,00:48:03,00:48:03,CA (Canada)
Ali,2022-02-11 10:21:27,00:54:41,,All of Us Are Dead: Season 1: Episode 9,,Apple iPhone 11 Pro,00:54:58,00:54:58,CA (Canada)
Ali,2022-02-11 09:29:34,00:50:25,,All of Us Are Dead: Season 1: Episode 8,,Apple iPhone 11 Pro,00:51:33,00:51:33,CA (Canada)
Ali,2022-02-11 08:40:44,00:00:50,,All of Us Are Dead: Season 1: Episode 8,,Apple iPhone 11 Pro,00:00:51,Not latest view,CA (Canada)
Ali,2022-02-08 10:10:19,00:53:28,,All of Us Are Dead: Season 1: Episode 7,,Sony PS5,00:53:33,00:53:33,CA (Canada)
Ali,2022-02-08 08:52:32,01:01:03,Autoplayed: user action: User_Interaction; ,All of Us Are Dead: Season 1: Episode 6,,Sony PS5,01:00:53,01:00:53,CA (Canada)
Ali,2022-02-06 20:35:46,00:50:10,Autoplayed: user action: User_Interaction; ,All of Us Are Dead: Season 1: Episode 5,,Sony PS5,00:50:21,00:50:21,CA (Canada)
Ali,2022-02-06 04:53:02,01:05:17,Autoplayed: user action: User_Interaction; ,All of Us Are Dead: Season 1: Episode 4,,Sony PS5,01:05:34,01:05:34,CA (Canada)
Ali,2022-02-05 09:31:20,00:56:04,Autoplayed: user action: User_Interaction; ,All of Us Are Dead: Season 1: Episode 3,,Sony PS5,00:56:19,00:56:19,CA (Canada)
Ali,2022-02-03 21:06:51,00:13:01,,"Love, Death & Robots: Volume 1: LUCKY 13 (Episode 13)",,Sony PS5,00:13:18,00:13:18,CA (Canada)
Ali,2022-02-03 21:05:32,00:00:15,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 2: Snow in the Desert (Episode 4)",,Sony PS5,00:00:15,00:00:15,CA (Canada)
Ali,2022-02-02 22:38:35,01:03:43,Autoplayed: user action: User_Interaction; ,All of Us Are Dead: Season 1: Episode 2,,Sony PS5,01:04:01,01:04:01,CA (Canada)
Ali,2022-02-02 08:03:18,00:06:28,,All of Us Are Dead: Season 1: Episode 1,,Chrome PC (Cadmium),01:00:17,01:00:17,CA (Canada)
Ali,2022-02-02 06:17:48,00:53:49,,All of Us Are Dead: Season 1: Episode 1,,Chrome PC (Cadmium),00:53:49,Not latest view,CA (Canada)
Ali,2022-02-02 05:53:54,00:00:11,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 2: Snow in the Desert (Episode 4)",,Sony PS5,00:00:30,Not latest view,CA (Canada)
Ali,2022-02-02 05:37:36,00:15:38,,"Love, Death & Robots: Volume 2: Pop Squad (Episode 3)",,Sony PS5,00:15:39,00:15:39,CA (Canada)
Ali,2022-02-02 05:35:09,00:00:01,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1: BLINDSPOT (Episode 15)",,Sony PS5,00:00:01,00:00:01,CA (Canada)
Ali,2022-01-31 21:22:41,00:04:22,,"Love, Death & Robots: Volume 1: THE SECRET WAR (Episode 18)",,Sony PS5,00:14:44,00:14:44,CA (Canada)
Ali,2022-01-31 20:28:47,00:12:01,,"Love, Death & Robots: Volume 1: THE SECRET WAR (Episode 18)",,Sony PS5,00:10:22,Not latest view,CA (Canada)
Ali,2022-01-31 20:27:59,00:00:01,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1: BLINDSPOT (Episode 15)",,Sony PS5,00:00:01,Not latest view,CA (Canada)
Ali,2022-01-31 19:36:24,00:42:56,Autoplayed: user action: User_Interaction; ,You: Season 3: Into the Woods (Episode 5),,Sony PS5,00:42:22,00:42:22,CA (Canada)
Ali,2022-01-31 19:36:00,00:00:02,Autoplayed: user action: User_Interaction; ,Marvel's Daredevil: Season 2: Kinbaku (Episode 5),,Sony PS5,00:00:02,00:00:02,CA (Canada)
Ali,2022-01-29 22:52:12,00:00:30,Autoplayed: user action: None; ,Black Mirror: Season 5: Striking Vipers (Episode 1),,Apple iPhone 11 Pro,00:15:13,00:15:13,CA (Canada)
Ali,2022-01-28 04:41:58,00:00:26,Autoplayed: user action: Visibility_Timeout; ,The Office (U.S.): Season 6: Sabre (Episode 15),,Sony PS5,00:00:27,00:00:27,CA (Canada)
Ali,2022-01-28 04:27:16,00:00:05,Autoplayed: user action: None; ,"Black Mirror: Season 5: Rachel, Jack and Ashley Too (Episode 3)",,Sony PS5,00:00:29,00:00:29,CA (Canada)
Ali,2022-01-28 03:25:18,01:01:00,Autoplayed: user action: User_Interaction; ,Black Mirror: Season 5: Striking Vipers (Episode 1),,Sony PS5,01:00:29,Not latest view,CA (Canada)
Ali,2022-01-28 03:24:45,00:00:07,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1: BLINDSPOT (Episode 15)",,Sony PS5,00:00:07,Not latest view,CA (Canada)
Ali,2022-01-28 03:22:22,00:01:44,,Arcane: Season 1: Some Mysteries Are Better Left Unsolved (Episode 2),,Sony PS5,00:01:44,Not latest view,CA (Canada)
Ali,2022-01-27 17:23:43,00:58:06,,Marvel's Daredevil: Season 2: Penny and Dime (Episode 4),,Sony PS5,00:59:04,00:59:04,CA (Canada)
Ali,2022-01-24 08:02:07,00:09:03,,"Love, Death & Robots: Volume 1: ZIMA BLUE (Episode 14)",,Apple iPhone 11 Pro,00:09:04,00:09:04,CA (Canada)
Ali,2022-01-16 09:56:36,00:46:07,Autoplayed: user action: User_Interaction; ,Marvel's Daredevil: Season 2: New York's Finest (Episode 3),,Sony PS5,00:46:44,00:46:44,CA (Canada)
Ali,2022-01-16 08:19:34,00:00:32,,Marvel's Daredevil: Season 2: New York's Finest (Episode 3),,Sony PS5,00:00:32,Not latest view,CA (Canada)
Ali,2022-01-16 07:26:26,00:47:31,Autoplayed: user action: User_Interaction; ,Marvel's Daredevil: Season 2: Dogs to a Gunfight (Episode 2),,Sony PS5,00:48:29,00:48:29,CA (Canada)
Ali,2022-01-09 05:30:13,00:22:20,,GoodFellas,,Samsung 2013 MStar X12 Smart TV,02:21:09,02:21:09,CA (Canada)
Ali,2022-01-09 03:25:41,01:59:07,,GoodFellas,,Samsung 2013 MStar X12 Smart TV,01:58:50,Not latest view,CA (Canada)
Ali,2022-01-08 10:57:44,00:46:29,,Marvel's Daredevil: Season 2: Bang (Episode 1),,Chrome PC (Cadmium),00:46:58,00:46:58,CA (Canada)
Ali,2022-01-08 10:02:54,00:51:00,,Marvel's Jessica Jones: Season 1: AKA Smile (Episode 13),,Chrome PC (Cadmium),00:50:44,00:50:44,CA (Canada)
Ali,2022-01-08 09:08:33,00:51:16,,Marvel's Jessica Jones: Season 1: AKA Take a Bloody Number (Episode 12),,Chrome PC (Cadmium),00:52:02,00:52:02,CA (Canada)
Ali,2022-01-07 23:08:31,00:01:52,,Marvel's Jessica Jones: Season 1: AKA I've Got the Blues (Episode 11),,Chrome PC (Cadmium),00:48:49,00:48:49,CA (Canada)
Ali,2022-01-07 22:10:35,00:45:43,,Marvel's Jessica Jones: Season 1: AKA I've Got the Blues (Episode 11),,Chrome PC (Cadmium),00:46:57,Not latest view,CA (Canada)
Ali,2022-01-07 09:16:25,00:00:07,,Marvel's Jessica Jones: Season 1: AKA I've Got the Blues (Episode 11),,Chrome PC (Cadmium),00:01:25,Not latest view,CA (Canada)
Ali,2022-01-07 08:07:17,00:44:05,,"Marvel's Jessica Jones: Season 1: AKA 1,000 Cuts (Episode 10)",,Chrome PC (Cadmium),00:44:43,00:44:43,CA (Canada)
Ali,2022-01-07 07:07:44,00:35:24,,Spider-Man: Into the Spider-Verse,,Chrome PC (Cadmium),01:56:43,01:56:43,CA (Canada)
Ali,2022-01-07 06:21:26,00:13:35,,Spider-Man: Into the Spider-Verse,,Chrome PC (Cadmium),01:12:04,Not latest view,CA (Canada)
Ali,2022-01-07 03:29:52,00:48:17,,Spider-Man: Into the Spider-Verse,,Chrome PC (Cadmium),00:59:22,Not latest view,CA (Canada)
Ali,2022-01-07 02:25:14,00:52:57,,Marvel's Jessica Jones: Season 1: AKA Sin Bin (Episode 9),,Chrome PC (Cadmium),00:53:33,00:53:33,CA (Canada)
Ali,2022-01-07 00:47:27,00:30:22,,Marvel's Jessica Jones: Season 1: AKA WWJD? (Episode 8),,Chrome PC (Cadmium),00:48:27,00:48:27,CA (Canada)
Ali,2022-01-06 23:52:06,00:16:55,,Marvel's Jessica Jones: Season 1: AKA WWJD? (Episode 8),,Chrome PC (Cadmium),00:18:15,Not latest view,CA (Canada)
Ali,2022-01-06 22:23:45,00:52:23,,Marvel's Jessica Jones: Season 1: AKA Top Shelf Perverts (Episode 7),,Chrome PC (Cadmium),00:53:03,00:53:03,CA (Canada)
Ali,2022-01-06 20:45:12,00:53:27,,Marvel's Jessica Jones: Season 1: AKA You're a Winner! (Episode 6),,Chrome PC (Cadmium),00:52:19,00:52:19,CA (Canada)
Ali,2022-01-06 08:34:10,00:27:12,,Marvel's Jessica Jones: Season 1: AKA The Sandwich Saved Me (Episode 5),,Chrome PC (Cadmium),00:48:17,00:48:17,CA (Canada)
Ali,2022-01-06 07:29:21,00:17:58,,Marvel's Jessica Jones: Season 1: AKA The Sandwich Saved Me (Episode 5),,Chrome PC (Cadmium),00:21:55,Not latest view,CA (Canada)
Ali,2022-01-06 06:33:13,00:02:47,,Marvel's Jessica Jones: Season 1: AKA The Sandwich Saved Me (Episode 5),,Chrome PC (Cadmium),00:04:08,Not latest view,CA (Canada)
Ali,2022-01-06 05:37:47,00:45:49,,Marvel's Jessica Jones: Season 1: AKA 99 Friends (Episode 4),,Chrome PC (Cadmium),00:46:56,00:46:56,CA (Canada)
Ali,2022-01-05 22:25:52,00:33:18,,Marvel's Jessica Jones: Season 1: AKA It's Called Whiskey (Episode 3),,Chrome PC (Cadmium),00:52:07,00:52:07,CA (Canada)
Ali,2022-01-05 21:30:54,00:18:51,,Marvel's Jessica Jones: Season 1: AKA It's Called Whiskey (Episode 3),,Chrome PC (Cadmium),00:18:59,Not latest view,CA (Canada)
Ali,2022-01-05 19:58:39,00:50:20,,Marvel's Jessica Jones: Season 1: AKA Crush Syndrome (Episode 2),,Chrome PC (Cadmium),00:50:44,00:50:44,CA (Canada)
Ali,2022-01-05 07:48:07,00:11:47,,Spider-Man: Into the Spider-Verse,,Chrome PC (Cadmium),00:11:47,Not latest view,CA (Canada)
Ali,2022-01-05 05:36:11,00:50:21,,Marvel's Jessica Jones: Season 1: AKA Ladies Night (Episode 1),,Chrome PC (Cadmium),00:50:49,00:50:49,CA (Canada)
Ali,2022-01-05 04:20:12,00:53:11,,Marvel's Daredevil: Season 1: Daredevil (Episode 13),,Chrome PC (Cadmium),00:54:17,00:54:17,CA (Canada)
Ali,2022-01-05 03:43:19,00:35:51,,Marvel's Daredevil: Season 1: The Ones We Leave Behind (Episode 12),,Chrome PC (Cadmium),00:58:09,00:58:09,CA (Canada)
Ali,2022-01-05 03:43:03,00:00:04,,Cobra Kai: Season 1: Ace Degenerate (Episode 1),,Chrome PC (Cadmium),00:00:04,00:00:04,CA (Canada)
Ali,2022-01-04 23:05:45,01:50:06,,"tick, tick...BOOM!",,Samsung 2013 MStar X12 Smart TV,01:50:31,01:50:31,CA (Canada)
Ali,2022-01-04 23:05:25,00:00:14,,"tick, tick...BOOM!",,Samsung 2013 MStar X12 Smart TV,00:00:14,Not latest view,CA (Canada)
Ali,2022-01-04 05:39:49,00:00:01,,Marvel's Daredevil: Season 1: The Ones We Leave Behind (Episode 12),,Chrome PC (Cadmium),00:22:18,Not latest view,CA (Canada)
Ali,2022-01-04 03:46:49,00:21:20,,Marvel's Daredevil: Season 1: The Ones We Leave Behind (Episode 12),,Chrome PC (Cadmium),00:22:17,Not latest view,CA (Canada)
Ali,2022-01-03 23:30:36,00:56:17,,Marvel's Daredevil: Season 1: The Path of the Righteous (Episode 11),,Chrome PC (Cadmium),00:57:14,00:57:14,CA (Canada)
Ali,2022-01-03 21:36:24,00:53:50,,Marvel's Daredevil: Season 1: Nelson v. Murdock (Episode 10),,Chrome PC (Cadmium),00:55:01,00:55:01,CA (Canada)
Ali,2022-01-03 20:30:57,00:55:58,,Marvel's Daredevil: Season 1: Speak of the Devil (Episode 9),,Chrome PC (Cadmium),00:56:01,00:56:01,CA (Canada)
Ali,2022-01-02 23:48:29,03:19:40,,The Irishman,,Samsung 2013 MStar X12 Smart TV,03:28:42,03:28:42,CA (Canada)
Ali,2022-01-02 23:47:56,00:00:15,,The Irishman,,Samsung 2013 MStar X12 Smart TV,00:00:17,Not latest view,CA (Canada)
Ali,2021-12-29 01:02:21,00:21:32,,Modern Family: Season 2: Strangers on a Treadmill (Episode 4),,Sony PS5,00:21:32,00:21:32,CA (Canada)
Ali,2021-12-29 00:40:55,00:21:24,,Modern Family: Season 2: Earthquake (Episode 3),,Sony PS5,00:21:24,00:21:24,CA (Canada)
Ali,2021-12-27 02:09:57,00:21:20,Autoplayed: user action: User_Interaction; ,Modern Family: Season 2: The Kiss (Episode 2),,Sony PS5,00:21:21,00:21:21,CA (Canada)
Ali,2021-12-24 22:20:46,00:21:33,,Modern Family: Season 2: The Old Wagon (Episode 1),,Sony PS5,00:21:34,00:21:34,CA (Canada)
Ali,2021-12-24 09:43:30,00:00:01,,Marvel's Daredevil: Season 1: Speak of the Devil (Episode 9),,Apple iPhone 11 Pro,00:00:02,Not latest view,CA (Canada)
Ali,2021-12-24 08:44:14,00:47:03,,Marvel's Daredevil: Season 1: Shadows in the Glass (Episode 8),,Apple iPhone 11 Pro,00:51:49,00:51:49,CA (Canada)
Ali,2021-12-23 10:00:31,00:48:03,,Marvel's Daredevil: Season 1: Stick (Episode 7),,Chrome PC (Cadmium),00:48:50,00:48:50,CA (Canada)
Ali,2021-12-23 07:37:11,00:25:14,,Marvel's Daredevil: Season 1: Condemned (Episode 6),,Chrome PC (Cadmium),00:46:54,00:46:54,CA (Canada)
Ali,2021-12-23 03:25:48,00:23:31,Autoplayed: user action: User_Interaction; ,Marvel's Daredevil: Season 1: Condemned (Episode 6),,Sony PS5,00:23:43,Not latest view,CA (Canada)
Ali,2021-12-23 01:52:58,00:54:23,,Marvel's Daredevil: Season 1: World on Fire (Episode 5),,Sony PS5,00:54:25,00:54:25,CA (Canada)
Ali,2021-12-23 00:00:10,00:50:16,Autoplayed: user action: User_Interaction; ,Marvel's Daredevil: Season 1: In the Blood (Episode 4),,Sony PS5,00:50:57,00:50:57,CA (Canada)
Ali,2021-12-22 23:56:11,00:00:08,Autoplayed: user action: None; ,RESIDENT EVIL: Infinite Darkness: Season 1: Episode 1,,Sony PS5,00:00:08,00:00:08,CA (Canada)
Ali,2021-12-22 23:54:53,00:00:02,Autoplayed: user action: Visibility_Timeout; ,The Witcher: Season 1: The End’s Beginning (Episode 1),,Sony PS5,00:00:08,00:00:08,CA (Canada)
Ali,2021-12-21 09:33:57,00:49:53,,Marvel's Daredevil: Season 1: Rabbit in a Snowstorm (Episode 3),,Apple iPhone 11 Pro,00:50:40,00:50:40,CA (Canada)
Ali,2021-12-21 08:28:11,00:26:32,,Marvel's Daredevil: Season 1: Cut Man (Episode 2),,Apple iPhone 11 Pro,00:51:19,00:51:19,CA (Canada)
Ali,2021-12-21 08:25:44,00:00:36,,Spider-Man 3,,Apple iPhone 11 Pro,01:04:50,01:04:50,CA (Canada)
Ali,2021-12-21 05:37:26,01:50:41,Autoplayed: user action: User_Interaction; ,Red Notice,,Sony PS5,01:55:40,01:55:40,CA (Canada)
Ali,2021-12-21 04:46:22,00:00:11,Autoplayed: user action: User_Interaction; ,"tick, tick...BOOM!",,Sony PS5,00:00:00,Not latest view,CA (Canada)
Ali,2021-12-21 03:19:30,00:25:11,,Marvel's Daredevil: Season 1: Cut Man (Episode 2),,Chrome PC (Cadmium),00:25:29,Not latest view,CA (Canada)
Ali,2021-12-21 02:22:18,00:52:02,,Marvel's Daredevil: Season 1: Into the Ring (Episode 1),,Chrome PC (Cadmium),00:51:41,00:51:41,CA (Canada)
Ali,2021-12-20 05:41:24,01:45:59,Autoplayed: user action: User_Interaction; ,Edge of Tomorrow,,Sony PS5,01:45:59,01:45:59,CA (Canada)
Ali,2021-12-20 05:31:48,00:00:03,Autoplayed: user action: User_Interaction; ,The Platform,,Sony PS5,00:00:03,Not latest view,CA (Canada)
Ali,2021-12-19 06:52:36,01:57:09,Autoplayed: user action: User_Interaction; ,Hotel Mumbai,,Sony PS5,01:56:19,01:56:19,CA (Canada)
Ali,2021-12-19 01:14:25,01:51:11,,Us,,LG DTV 2021 MTK LM21A UHD TV Smart TV,01:52:27,01:52:27,CA (Canada)
Ali,2021-12-18 10:18:02,00:21:28,,Superstore: Season 1: Magazine Profile (Episode 2),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:21:28,Not latest view,CA (Canada)
Ali,2021-12-18 09:59:43,00:18:11,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Pilot (Episode 1),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:21:30,Not latest view,CA (Canada)
Ali,2021-12-18 09:55:29,00:03:53,,Superstore: Season 1: Pilot (Episode 1),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:03:19,Not latest view,CA (Canada)
Ali,2021-12-18 09:50:53,00:00:50,,Dark: Season 1: Sic Mundus Creatus Est (Episode 6),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:50,00:00:50,CA (Canada)
Ali,2021-12-18 02:11:13,00:39:47,,Arcane: Season 1: Welcome to the Playground (Episode 1),,Apple iPhone 11 Pro,00:39:44,00:39:44,CA (Canada)
Ali,2021-12-12 23:09:36,00:00:14,,Money Heist: Part 5: A Family Tradition (Episode 10),,Chrome PC (Cadmium),01:14:00,01:14:00,CA (Canada)
